featureName,dataCount,avgSpO2Rmse,avgSpO2Corr,avgLowRecall,avgRTrackingCorr,avgRSnr,avgRSnrDb,avgReliableRatio,avgBeatCount,avgBeatValidRatio
currentSpO2,27,2.14979736599524,0.445502166179101,0.691025191739161,0.110138479319695,0.126172047555592,-24.1320401421593,0.984239360939024,NaN,NaN
beat30Raw,27,2.29194575995211,0.391078935119725,0.666564169581117,0.410923251821349,0.482447300139906,-7.6347083093276,0.992338219330434,31.0938728509249,0.999939126894059
beat30Fixed,27,2.21954189872419,0.416354713570469,0.668614844533348,0.416338510807092,0.491117606901759,-7.50376616726069,0.892873617366287,31.0938728509249,0.999939126894059
beat30Smoothed,27,2.13707645618713,0.4588925187649,0.712432155321063,0.458878823322997,0.602124688434699,-6.32030185258017,0.892873617366287,31.0938728509249,0.999939126894059
