featureName,dataCount,avgSpO2Rmse,avgSpO2Corr,avgLowRecall,avgRTrackingCorr,avgRSnr,avgRSnrDb,avgReliableRatio,avgBeatCount,avgBeatValidRatio
currentSpO2,66,2.69854617162986,0.750926981726312,0.873901944117497,0.306746198277456,0.516444974274072,-13.1287736831572,0.98121594982224,NaN,NaN
beat30Raw,66,3.30735429703632,0.67185811051259,0.859336793332366,0.69047296108657,1.89500745683163,1.40688308725024,0.968977247080456,36.1689003603163,0.999930931038082
beat30Fixed,66,3.39300687923658,0.70497019855851,0.855985820044079,0.70499959264572,1.92344204015073,1.79019020354363,0.795528021214467,36.1689003603163,0.999930931038082
beat30Smoothed,66,2.97096980022614,0.750427005336152,0.872684822140378,0.750448382524132,3.27554693285882,4.95593560922445,0.788109026700612,36.1689003603163,0.999930931038082
