segmentIndex,startWindow,endWindow,quality,smoothedRmse,smoothedCorr,smoothedStdRatio,smoothedLowRecall,lowEventRatio,rawCorr,classicCorr,rawWindowClassicCorr,beat15Rmse,beat30Rmse,beat60Rmse,beat15Corr,beat30Corr,beat60Corr,beat15StdRatio,beat30StdRatio,beat60StdRatio,beat15LowRecall,beat30LowRecall,beat60LowRecall,meanBeat15Count,meanBeat30Count,meanBeat60Count,meanBeat15ValidRatio,meanBeat30ValidRatio,meanBeat60ValidRatio,meanBeat15RedPI,meanBeat30RedPI,meanBeat60RedPI,meanBeat15IRPI,meanBeat30IRPI,meanBeat60IRPI,meanBeat15GreenPI,meanBeat30GreenPI,meanBeat60GreenPI,meanRedPI,meanIRPI,meanProjectionGuardRatio,meanConfidence,spo2Min,spo2Max
40,11701,12000,Failed,2.35803740602482,0.0105517084919608,0.321112632608405,NaN,0,0.149956308584046,0.150006149359067,0.0985488187023724,2.42116694999442,2.42502369253314,2.42924591805658,0.35939010502388,0.245141555786945,0.260073943285585,0.460736190437528,0.36232447245796,0.184856891266866,NaN,NaN,NaN,14.43,28.83,57.56,1,1,1,0.00635736736804911,0.0063232068910302,0.00639571990435612,0.0122072726146867,0.0121620029255464,0.0122865660014088,0.021141274462772,0.0211144021072899,0.0211095738795102,0.00632105971996983,0.0121778624737635,149988.3303125,0.940592887202899,96,98
41,12001,12300,Failed,2.22113085160916,-0.437973766577204,0.274641851146768,NaN,0,0.0318847711066313,0.0314236396483408,0.067163237388336,2.22409431959292,2.23659399101824,2.24718992361666,0.112688918983544,-0.251230816410255,-0.320541352129566,0.414200648936629,0.29233152170979,0.201837447732965,NaN,NaN,NaN,14.42,28.8466666666667,57.7266666666667,1,1,1,0.00557787756143068,0.00567828680986303,0.00579164825858466,0.0109454713853812,0.0111179940921718,0.0113329153858176,0.019949626057407,0.0200143306955672,0.0200848741444354,0.00550808100650708,0.0107756181697672,149979.814739583,0.94163497487704,96,98
42,12301,12600,Failed,2.06611433886209,-0.417689386836196,0.306363183313094,NaN,0,-0.208175142530548,-0.194469153992202,-0.0118029064877831,2.16740060388157,2.17339119429131,2.13548083659707,-0.352770460337932,-0.540267803905665,-0.322905968265777,0.400381877888656,0.345958304103505,0.232791543626592,NaN,NaN,NaN,14.45,28.8933333333333,57.7966666666667,1,1,1,0.00533297632667613,0.00534660443522886,0.00529173709357414,0.010432871984505,0.0104706582592857,0.0103768140386311,0.0195336020001327,0.019430631101493,0.0193585227323106,0.00536763264642407,0.0104836887408358,149827.801536458,0.942155099709829,95,98
43,12601,12900,Borderline,1.53734189250955,0.405013199462705,0.201453373886157,NaN,0,0.252432329764329,0.238596520067249,0.0872371167051008,1.61364696719987,1.57009613891097,1.54715169913986,0.317560427147721,0.40691112697262,0.456305136236416,0.334857470385274,0.271574261457504,0.202244099036387,NaN,NaN,NaN,14.22,28.4766666666667,56.9733333333333,1,1,1,0.00721322613483909,0.00710472620080073,0.00705072295884384,0.0137885046971407,0.0135731707349672,0.0135375734185725,0.0287359400552499,0.0280669039032241,0.0273585407666084,0.00742562402971089,0.0141737519266705,149789.3765625,0.939077248175939,94,98
44,12901,13200,Borderline,0.725496664657736,0.513915382008957,0.554994592934771,1,0.0333333333333333,-0.044739624308116,-0.0405499279701105,0.0285124331018743,1.32747832478409,1.06617230294392,0.907511237707499,-0.296726400684089,-0.183473820911543,-0.111830082659712,1.02566711196368,0.666125254904226,0.360888092251449,0,0,0,14.2033333333333,28.4033333333333,56.8433333333333,1,1,1,0.00888588292440505,0.00896708985854249,0.00918193396542256,0.0163611179224006,0.0165400379834553,0.0168701432690651,0.0330841955763959,0.0331151965733756,0.0334368315895136,0.00884686330410962,0.0162767216516659,149491.494453125,0.934679311911265,92,96
45,13201,13500,Good,0.547936691396929,0.614904861648248,0.825001167766557,NaN,0,0.176090684610348,0.171632485284564,-0.0907013383883746,0.79759797939214,0.669827504260526,0.613803063155847,0.228990464857514,0.428682568407545,0.507100723173556,1.04635948994552,0.950367361781918,0.870496395155221,NaN,NaN,NaN,14.8866666666667,29.5933333333333,58.7033333333333,1,1,1,0.00781861123074272,0.0080421419675689,0.00819341882632384,0.015067433884519,0.0154679967250128,0.0157732769789483,0.0325008939480112,0.0327666737614385,0.0328204902876921,0.00806952782712566,0.0155029071184496,149894.563489583,0.947393571933111,94,96
46,13501,13800,Failed,0.571705833865604,0.299048719489151,0.568209748077964,NaN,0,-0.0491743834208929,-0.0463262661024118,-0.0350306881876048,0.873967902164984,0.697960018736975,0.659387930499063,-0.248634338539859,0.0107257368220747,0.0224878422547019,0.867576489825057,0.619775508471361,0.472592630412586,NaN,NaN,NaN,17.4866666666667,34.8733333333333,69.2433333333333,1,1,1,0.00396160367413003,0.00408669322923581,0.00438232162195685,0.00804439521156001,0.00833304497394883,0.0088814875808465,0.0226394386262671,0.0230825787037082,0.0239366559237748,0.00460317753119549,0.0093241106334608,149876.717604167,0.93930371483167,94,97
47,13801,14100,Failed,3.50002705102733,0.484443036100697,0.100016635668458,0,0.213333333333333,0.369149943764582,0.35674153973713,0.193944391848075,3.26094408639755,3.2128350501337,3.30200762962222,0.567991118484162,0.698740053773841,0.642239530657762,0.182969157527313,0.162246534114437,0.134933243562449,0,0,0,16.93,34.06,68.83,1,1,1,0.00438322128341724,0.00433541167371854,0.00422533604260003,0.00903017192369665,0.00895058335297178,0.00873003380781879,0.0222414357334631,0.0222523312688845,0.0225053662712551,0.00529034134931862,0.010891608435971,148826.40375,0.929681845903397,86,98
48,14101,14400,Failed,3.74778835331175,0.244066110898236,0.924108460119985,0,0.236666666666667,-0.141808422144794,-0.144228519479584,-0.309909146336467,4.04163181579812,4.01456429167133,3.80102535215356,0.331401675793116,0.292428546149975,0.240741058321176,0.9832199947568,0.971294152109258,0.928426683674808,0,0,0,14.0133333333333,28.05,56.2266666666667,0.994112030773105,0.99436356154091,0.995638835287464,0.00459891132514631,0.00445883190650383,0.00441589338262406,0.0100131013402639,0.00979801639372964,0.00953411210987872,0.0205328043775528,0.0205883216517774,0.0203493360413,0.00550707042896344,0.0113048260468834,148368.612438151,0.888606629570325,89,98
49,14401,14700,Failed,2.66094176892577,0.593359221858483,0.723391396125766,0.397727272727273,0.293333333333333,0.398012803932759,0.356608966074983,-0.101164678182424,2.30105261393902,2.27023915237221,2.44181859264594,0.486173101157731,0.568536422421754,0.558669059410234,0.466835263254724,0.524829835281182,0.648261827188089,0.636363636363636,0.738636363636364,0.659090909090909,15.0866666666667,30.15,60.18,1,1,1,0.00865429645874627,0.00847736974204549,0.00855599785769195,0.0165296862025183,0.0163148366391236,0.0166040433888823,0.0311979146363193,0.0305732622595623,0.0305012708631107,0.00912746802787296,0.017541560549289,149743.2778125,0.921497072974841,90,97
50,14701,15000,Failed,1.70214768401008,0.239163114388056,1.20841615925597,NaN,0,0.0834171670210739,-0.118545253948671,-0.078249515654682,1.76559874612673,1.54186178640192,1.15750804970325,-0.00657402767670388,-0.130780764661069,0.147779454583196,1.42837356399243,1.04449104966111,0.656836256566879,NaN,NaN,NaN,15.8233333333333,31.6233333333333,63.1966666666667,1,1,1,0.00213029600915879,0.00218190892732741,0.0021890922926889,0.00416551261644222,0.00429118059387788,0.00435119441132546,0.00718483144667384,0.00720335656126164,0.00718909525418552,0.00208288041282988,0.004092131415188,145932.228177083,0.840069604913394,93,96
51,15001,15300,Failed,1.37012980044665,0.281049407070536,0.900983466916675,0,0.0133333333333333,0.170414741735819,0.073316162259923,0.0111971674656512,1.33021411556774,1.18490440203188,0.982496168737003,0.317726029933893,0.240862599734672,0.387060763651604,1.08572200746407,0.756746725730563,0.328185700894273,1,0.25,0,15.1,30.21,60.47,1,1,1,0.00338230385340275,0.00327221315611403,0.00306694095063831,0.00671590391475664,0.00660684907783865,0.00615597314433163,0.0141519303742004,0.0137988831035589,0.013092421882576,0.00387904569137997,0.00765538849780569,145024.92219401,0.830090228617191,92,97
52,15301,15600,Borderline,1.81992466622014,0.507983714731498,0.694138538940503,0.661016949152542,0.196666666666667,0.237160229793618,0.242015608804997,0.186006438093563,1.73847387038336,1.57169339766301,1.49465947939807,0.345959371243171,0.556372219653425,0.653717849319443,0.677141573367598,0.568853146896111,0.446193097235509,0.508474576271186,0.711864406779661,0.542372881355932,15.2333333333333,30.52,61.1533333333333,1,1,1,0.003425814125356,0.00357399879650257,0.00364222561957938,0.00648608205389082,0.00677645600101803,0.0069015248348755,0.0127528554626802,0.0129312892726648,0.012979862361252,0.00389804495828381,0.00757205065999491,149332.934140625,0.928083135485649,91,96
53,15601,15900,Failed,1.28394738944934,0.145953480237595,1.10909650885123,0,0.0133333333333333,0.0126346446327405,0.0210572143033064,-0.11216362914738,1.25296384151779,1.13118405153663,1.06954127369473,0.124074569104673,0.205385883748061,0.132107070451726,1.2064028009167,1.00486274850873,0.793623528506027,0,0,0,15.0266666666667,30.0766666666667,59.9533333333333,1,1,1,0.00674259085343965,0.00662862908197289,0.00644995215637231,0.0128628468761208,0.0126352964478943,0.0122375608602589,0.0210578984127058,0.0200981561131643,0.0190532987132564,0.00742727921848806,0.0141717976199773,149877.8659375,0.934040915369987,92,95
54,15901,16200,Borderline,1.02790318419125,0.392132145125527,0.61546603406166,NaN,0,-0.0788706261789324,-0.0658828916295586,-0.0515025598105423,1.22992363989573,1.08611137486486,1.19486973077836,0.0425489353567639,0.265260949020135,0.146387681069688,0.700420591300517,0.57823957017001,0.409840067928474,NaN,NaN,NaN,14.6233333333333,29.2633333333333,58.79,1,1,1,0.0110268481030197,0.0111983687155517,0.0114896773657545,0.0217861771564856,0.0221898174027942,0.0225662885549635,0.0453613092708886,0.0459306525226518,0.0456184709768998,0.0115356672601774,0.0226610270158077,149694.566354167,0.938186316291491,94,97
55,16201,16500,Failed,1.08692614286925,0.267386322735712,0.853743000410845,NaN,0,-0.230447060241683,-0.215862707984225,-0.0788242885785597,1.37622549755036,1.16196117058662,1.17088126808419,-0.0758874090170371,0.276881382062594,0.213964973824259,1.26391607254687,0.890556090185038,0.458039887522072,NaN,NaN,NaN,14.1166666666667,28.2366666666667,56.6133333333333,1,1,1,0.00702553023311907,0.00728953315800489,0.00760119585693771,0.0140184913454862,0.014552433594469,0.0150837977817472,0.0234215162024645,0.024175720023131,0.0256499082632912,0.00699566935421899,0.0138508001590768,149595.749166667,0.937510957717895,94,97
56,16501,16800,Borderline,0.84758365067255,0.478691108886573,0.571935104396008,NaN,0,-0.0448972255032418,-0.0387590994865595,-0.121589345084781,1.04239662113305,0.811073956372614,0.91372556087075,0.0312901863049417,0.442728901774069,0.218809545232211,0.684475711378844,0.570319920681813,0.515362691808601,NaN,NaN,NaN,14.27,28.55,57.07,1,1,1,0.00670042667567524,0.0066591919248798,0.00662448445301856,0.0130987929592817,0.0130342632732738,0.012952529364623,0.0189136069999692,0.0188124305267111,0.0186207394616187,0.00664169977108638,0.0129327493549014,149978.243697917,0.940062534411748,93,97
57,16801,17100,Borderline,0.393354064848121,0.829564482576247,0.714244954717825,NaN,0,0.127442927736909,0.129534939868526,0.0241887629715023,0.774216451452962,0.54211698168038,0.478586941451886,0.25362315710685,0.619281474747205,0.749537980538721,0.830394817513961,0.702443874151793,0.512056281458943,NaN,NaN,NaN,14.03,28.02,56.0366666666667,1,1,1,0.00650891991371808,0.00662139448642683,0.00677567243192139,0.0123973774577938,0.0126108949262749,0.0128614286274949,0.0183787488335573,0.0183907758625033,0.0185523822012814,0.00631522390603398,0.012015390698798,149952.655885417,0.937748300830523,94,96
58,17101,17400,Borderline,0.443573456493224,0.458989567268397,0.591650736222065,NaN,0,0.0448651852540921,0.0425345689250166,-0.0265100012723392,0.613914563581277,0.450629631283098,0.423170271184313,-0.128067811869773,0.223567479248109,0.273826561661184,0.838156643321642,0.513009956615295,0.379366685512941,NaN,NaN,NaN,14.1766666666667,28.3933333333333,56.7766666666667,1,1,1,0.00601960073863014,0.00614053492681567,0.00620873891377668,0.0117807382811716,0.0120479549558744,0.0121061985267844,0.0173758625342225,0.0174031379716783,0.0174074834851359,0.00581999114016071,0.0114596028253436,149970.422135417,0.940815296769142,94,96
59,17401,17700,Borderline,0.443262738408366,0.630876825159928,0.62431778143197,NaN,0,-0.116137334698925,-0.101658479719726,-0.150213320854306,0.666662617653675,0.516169939720752,0.507656269591269,0.153879452393286,0.427061702594107,0.428456213323126,0.829336955334967,0.605944960835748,0.353467359063457,NaN,NaN,NaN,14.1866666666667,28.3733333333333,56.7266666666667,1,1,1,0.00518550226013648,0.00517719939950024,0.0053379591750038,0.0102623679743535,0.0102970318317457,0.0106322361037982,0.0163053322911836,0.0163265507209018,0.0164046125067324,0.00505349351714055,0.0100459853396751,149940.5153125,0.941266300678253,95,97
60,17701,18000,Borderline,0.50935873844999,0.392503282542843,0.511766823340517,NaN,0,-0.0707102753616238,-0.07294558810123,-0.0833289664758571,0.663469516078403,0.504537590301043,0.566433497561803,-0.00493089653205853,0.472518809228635,0.239002291152822,0.638602779187786,0.486375877697176,0.278023495423154,NaN,NaN,NaN,14.22,28.44,56.8766666666667,1,1,1,0.00519265058320824,0.0052296160572324,0.00527262057754074,0.0103461299766131,0.010474145332431,0.0105648330004653,0.0166319044127471,0.016669649101953,0.0166648929881028,0.00513349837468316,0.0102950661365564,149975.676927083,0.943350781599681,95,97
61,18001,18300,Failed,0.858666796339647,-0.468633295462283,1.21862384740768,NaN,0,0.128653288583615,0.122913433604968,-0.0357552598080466,0.998355766377545,0.900240683829028,0.685596859758928,0.173483129243329,0.00953788802449836,0.0171918695640048,1.92441814127864,1.42175744876224,0.543730604720634,NaN,NaN,NaN,14.1333333333333,28.2533333333333,56.6766666666667,1,1,1,0.00467948534209137,0.0046127411056521,0.00462899945521964,0.00931610265589857,0.00920556655090744,0.00929385225266864,0.0160227768665777,0.0156432557533543,0.0156596141878788,0.00466011590130317,0.00927220139730101,149724.981328125,0.937714972496033,95,97
62,18301,18600,Failed,3.32231563967082,0.487406755606513,0.632706446558456,0,0.1,0.279838019537675,0.264569010050562,0.17469527466575,3.28929156981235,3.20914141448049,3.21120463754155,0.332609287448234,0.39028367534587,0.455424928840146,0.677384505982651,0.642485129143815,0.562525793664069,0,0,0,13.8466666666667,27.69,55.2733333333333,1,1,1,0.00383713067272336,0.00388308526403743,0.00395802624665981,0.00891708412427111,0.00897026942936032,0.00915178333822482,0.0149661493003129,0.0151452975533474,0.0154057235028039,0.00354631345563879,0.00797693002348145,149960.08671875,0.938718142906825,90,97
63,18601,18900,Failed,2.03354500959517,-0.761760013392469,1.26591551151669,NaN,0,-0.331739019136311,-0.32137671750884,-0.0279311549028243,2.03473135082012,1.94296666680263,1.78527039120885,-0.48011056980635,-0.593062063800965,-0.676139986902126,1.50878684082284,1.32677632660993,1.08962303380064,NaN,NaN,NaN,13.6566666666667,27.3266666666667,54.68,1,1,1,0.00337287296214257,0.00342381729088155,0.0034401434892583,0.00729237032311315,0.00738466039792265,0.00742091882391744,0.0118092533392895,0.0119040512436391,0.0120280906107194,0.00310562659986317,0.00633766801251719,149939.649166667,0.92938524444898,94,98
64,18901,19200,Failed,1.03875737305516,-0.0027840988583627,0.586142806498126,NaN,0,-0.218237771177051,-0.215103162248233,-0.0062811509891368,1.5175416045872,1.37495634399865,1.24325791701034,-0.360718195372474,-0.527362806003325,-0.0689352921501249,1.07862688784024,0.663983602929293,0.44262726121226,NaN,NaN,NaN,13.81,27.6166666666667,55.2,1,1,1,0.00313624960469946,0.00319461525533401,0.0032677113637159,0.00651293943392029,0.00659218610786535,0.00666753676827505,0.0104382003245873,0.010421260832272,0.0104252269434094,0.00292276796884835,0.00576500881657315,149886.28515625,0.927586841583252,95,98
65,19201,19500,Failed,1.38841752476264,0.228635479278986,0.538739878845705,NaN,0,-0.0754982887426922,-0.0581078019243798,0.122004819122666,1.60763954796251,1.58069884944336,1.59937537743217,0.244201036486534,0.238084381991108,0.271471323494269,1.01114194354342,0.562922418504421,0.446120731164223,NaN,NaN,NaN,13.9533333333333,27.91,55.8233333333333,1,1,1,0.00297584654704922,0.00301276149752059,0.00305885051122276,0.00622826787974682,0.00622118937786035,0.00627790922212075,0.00977691005686976,0.00984625807258535,0.00986826571855032,0.00278853757248726,0.00555482187036735,149905.064791667,0.929292704065641,96,98
66,19501,19800,Failed,1.92379499195795,-0.153021859246083,0.790009735143967,NaN,0,-0.257186691729481,-0.223506532475251,-0.0788843259559781,2.22281628388031,2.18440098319463,2.02012787945528,-0.387636156498111,-0.516078174575702,-0.196932559956643,1.04440195737522,0.862767151757156,0.576941287072413,NaN,NaN,NaN,13.9833333333333,27.9633333333333,55.9033333333333,1,1,1,0.00255282238543218,0.00257162969901759,0.00259343360488739,0.00554563184158685,0.00554108561999787,0.00551777780476973,0.00995164633189142,0.00986936175690987,0.00983911859202137,0.00235552560926105,0.00485575557880414,149742.463697917,0.92001030822595,96,99
67,19801,20100,Borderline,2.04801031625027,0.593261761761369,0.461825830378139,NaN,0,0.0433119582656016,0.000988921942317129,-0.142989654059809,2.52821928065665,2.33164582314529,2.25724103290367,0.225203325954809,0.419003731663268,0.650970708723764,0.603211041317967,0.44197503271714,0.349150928825837,NaN,NaN,NaN,14.1266666666667,28.2233333333333,56.4666666666667,1,1,1,0.00433718453453633,0.00411368761692606,0.00395133114627948,0.00860659977237238,0.00827799081437534,0.00795754820554421,0.0128343547813703,0.012571100728557,0.0122785019773233,0.00430435793163876,0.00847559107040676,149616.658489583,0.925754026770592,94,99
68,20101,20400,Borderline,0.579828505423493,0.652634975247144,0.292411823381915,NaN,0,-0.298193742194089,-0.346021430189858,-0.364210787370666,1.92055060591928,1.45715311847993,0.749521469974979,-0.321148124782567,-0.179868900402517,0.0305446576581278,2.27854017069707,1.65391032965772,0.232833833756757,NaN,NaN,NaN,14.5333333333333,28.9366666666667,57.5533333333333,1,1,1,0.00718701053984635,0.00725957885807708,0.00734012702031369,0.0137764854731019,0.0139373062469169,0.014086292460501,0.0173178222945152,0.0174220260078063,0.0176082193606723,0.00714220195698241,0.0135206352298458,149695.709479167,0.920582846999168,93,96
69,20401,20700,Failed,3.11493400918468,0.560246474525143,1.04502993300315,1,0.0133333333333333,0.22667605761035,0.221852442606045,0.253261137018531,3.79246095697761,3.86061209969767,3.48030572313064,-0.249099260144713,-0.215992145881615,0.145039445540306,1.38389447179689,1.42787030589407,1.25957572553305,1,1,0.75,13.1,26.32,52.6166666666667,1,1,1,0.00839042593289602,0.00835379504130794,0.00832017908440708,0.0148906525871421,0.0147594655347024,0.014647455677258,0.0268876826250618,0.0253126635505966,0.0226251169970883,0.00851745071976135,0.0150500079415118,148814.410013021,0.91442310889562,92,98
70,20701,21000,Failed,1.46028554418369,-0.224398543364781,1.04649649654052,0,0.02,-0.0267194670194422,-0.0820717254571316,-0.0515391865292611,1.44042441252662,1.44175106092313,1.46631251889863,-0.127002377948554,-0.203558992428494,-0.252920993648902,1.09949108559174,1.0290934560462,0.993679556768749,0,0,0,15.1633333333333,30.2666666666667,60.5666666666667,1,1,1,0.00717488054937021,0.00751466920788101,0.00765782917347261,0.0140002463713323,0.0146094563089636,0.0149764205924532,0.0416202981738362,0.0421498092582734,0.042404579851207,0.00768468549242243,0.0148852098523639,148581.7134375,0.921898473501205,92,96
71,21001,21300,Failed,0.627556171327508,-0.333493619502919,1.08206167762217,NaN,0,-0.118433572906079,-0.097481730102835,0.0999736042597189,0.814917010068901,0.792943135049828,0.769559543807859,-0.291014441771789,-0.466455351320534,-0.551547389259536,1.54938747109842,1.27283837804962,0.906850878838701,NaN,NaN,NaN,14.96,30,60.27,1,1,1,0.00582184577334867,0.00580748971298415,0.00590774143914456,0.011416332651487,0.0114965491598562,0.0117084222241823,0.0281273588092678,0.0280585846843,0.0282908597318894,0.00638862070278265,0.0125477775170778,149720.637447917,0.941277269124985,95,97
72,21301,21600,Failed,0.95591573188885,0.322612648881163,1.12887493372788,NaN,0,-0.150225503517381,-0.152054938166623,-0.0735624045125207,1.35856409681061,1.15546148402441,1.08993935391797,-0.0817258574077214,0.164566862022979,0.230254673049703,1.32207679222468,1.04004544363365,0.870996551519288,NaN,NaN,NaN,14.5066666666667,29.0366666666667,58.04,1,1,1,0.0061041500309058,0.00605965280468296,0.00612083254783672,0.0114952224519161,0.0114606801971352,0.0115768172621663,0.0306988793989799,0.0304096835783572,0.0298033407322959,0.00651415040056842,0.0121404705328556,149685.094322917,0.936798055370649,94,96
73,21601,21900,Failed,0.822107323294212,-0.093242879192702,0.352179834461208,NaN,0,0.142917255005192,0.149782495084041,0.130710058337944,0.776804177854692,0.770459513729365,0.740060935219797,0.118032625328889,0.110965952963785,0.163858748973184,0.476711207230024,0.415314267343849,0.298266961523248,NaN,NaN,NaN,13.8433333333333,27.6866666666667,55.4933333333333,1,1,1,0.00748309192071538,0.00757708344302414,0.0076179623674235,0.0145303464759465,0.0147413480058324,0.0148762533790724,0.0364112381755927,0.0364723534210903,0.0365135813630616,0.00716232562360043,0.0138468090755244,149960.271822917,0.937580794692039,93,96
74,21901,22200,Borderline,0.729446768759545,0.462926250766312,0.30436772745653,NaN,0,0.18377105115747,0.184566994657971,0.219102586807924,0.789893937300748,0.725594674373747,0.728668199388386,0.11274692992856,0.304207902108067,0.256514333708172,0.430373340143205,0.272994033540321,0.190440677344895,NaN,NaN,NaN,13.73,27.4566666666667,54.9366666666667,1,1,1,0.00646238482456038,0.00654390248169887,0.0066501610573045,0.0125339679389709,0.0127276170077883,0.012900026758886,0.0307460740475763,0.0309602765994722,0.0313133521277323,0.00616759679513052,0.0119539196339125,149879.93484375,0.931588807702065,94,96
75,22201,22500,Failed,2.06459487422125,-0.0350866675337271,0.128473332173093,0,0.146666666666667,-0.24446214559865,-0.163040950463215,-0.0340716961806441,2.12917582477468,2.07431152840971,2.08187177689906,-0.164486710016151,-0.136820297233,-0.380775168030257,0.234136539447341,0.154391965822897,0.0840615665231657,0,0,0,14.08,27.9933333333333,55.6566666666667,1,1,1,0.00891040909573531,0.00912379680581281,0.00902708649964659,0.0174958572716896,0.0178712449529129,0.0177679287323046,0.0440077979829585,0.0446360649793831,0.0439330022758966,0.00867978547544529,0.0168863646592945,148547.512565104,0.913706642786662,90,96
76,22501,22800,Failed,0.741389969033939,0.163818862211798,0.446628413168862,NaN,0,-0.0555220501225493,-0.0477218678598692,-0.09040958158462,0.720682322824464,0.644525618263313,0.634042786070887,0.0886746187238146,0.265202264729413,0.253408625654216,0.557275852850907,0.452874778564685,0.354984372482327,NaN,NaN,NaN,13.6766666666667,27.5366666666667,55.38,1,1,1,0.00696941960392167,0.00694481249623313,0.00705833151505815,0.0137358380538241,0.0136541997260457,0.0139253039207831,0.0311035883274711,0.0309802102521343,0.0314136537313897,0.00665880156525721,0.0132093062251806,149973.12640625,0.943246991038322,94,96
77,22801,23100,Failed,0.631338218049023,-0.0439566385814269,0.546553130092017,NaN,0,-0.155890045838696,-0.168561317218575,0.0117392223833028,0.776293904597217,0.422159002295568,0.448637970961442,-0.189777864904575,0.350486579344363,0.0651293302039841,1.46093916183905,0.723296196649849,0.40550938415452,NaN,NaN,NaN,13.5666666666667,27.1366666666667,54.35,1,1,1,0.006796943273722,0.00691124860855126,0.00689465789169209,0.013403199628181,0.0135770603345722,0.0135484552662229,0.0334197191929295,0.0333755622282749,0.0332204165817356,0.00645164538252478,0.0126983189101641,149934.737239583,0.936961356202761,94,96
78,23101,23400,Failed,0.620284544514614,-0.143574924907268,0.468608005536623,NaN,0,0.0593239160998828,0.0591773565177546,-0.052561412664771,0.693286672305915,0.633916176084223,0.6017205966258,-0.102562731507812,-0.100309973290068,-0.182248771945771,0.692881101558153,0.505059635872736,0.275392364552721,NaN,NaN,NaN,13.4966666666667,26.9733333333333,53.9066666666667,1,1,1,0.0073763400143693,0.00742364144245595,0.00754623551675577,0.0144418392430825,0.0145225378708775,0.0147039656037602,0.0342083556252494,0.0343674688027141,0.0345520184932402,0.00703003059218948,0.0137030891655013,149945.401614583,0.938248646259308,94,96
79,23401,23700,Failed,0.952999460871529,0.162658661615541,0.68929224818799,NaN,0,-0.127545495945704,-0.123951298954754,-0.0249897199500602,0.596814202720361,0.496257226156857,0.44256180553121,0.0216162316055067,0.102451779126356,0.250373372469849,1.25583763090033,0.824503358222044,0.439872387169324,NaN,NaN,NaN,13.52,27.0366666666667,54.03,1,1,1,0.00638599778416722,0.00634527163342506,0.00627659034344744,0.0126329331668866,0.0126241570404404,0.0125049254591172,0.0309690140490866,0.0308839907961432,0.0307539705194904,0.00609879930658887,0.0120054407681649,149980.21890625,0.929848248958588,94,96
80,23701,24000,Failed,0.982916984173058,-0.244434708680389,0.590732938962564,NaN,0,0.00101965414157029,0.000118031323338428,-0.071220899733567,0.720203158664906,0.625183500935246,0.582224571376987,-0.0622258615852834,-0.0242635347076084,-0.0194048937368067,0.735254554940468,0.468979859979411,0.320986181069655,NaN,NaN,NaN,13.5166666666667,27.05,54.13,1,1,1,0.00640020490176475,0.00653252389191463,0.00654186075643033,0.0125529522945519,0.012785092177781,0.0129057863411592,0.0318523453149697,0.0317686856861103,0.0317960871693501,0.00609412843749548,0.0119684417980413,149960.46625,0.929971060951551,93,96
81,24001,24300,Failed,1.4556646793772,0.626135843020157,0.244273427742517,0,0.136666666666667,0.0184185256447793,-0.0274308642896449,-0.0315392822083248,1.60293134298102,1.51086784326864,1.44620727028463,-0.0372227453501715,0.0735686741174857,0.280003567400711,0.356824329266976,0.223699071127396,0.161973730518681,0,0,0,14.0433333333333,27.9933333333333,55.8666666666667,1,1,1,0.00726644012473892,0.00728829359329897,0.00731124840495592,0.0142907783168758,0.0143826154822199,0.01439992317814,0.0381919926171672,0.037863721169225,0.036937741849905,0.00725949570497808,0.0143357915555437,149687.620625,0.933053323427836,91,96
82,24301,24600,Failed,2.21954102431911,-0.511901819597204,0.309918498340353,0,0.08,-0.232306278979105,-0.25563796469032,-0.134360423065939,2.19571664782078,2.18162337715652,2.19626520451232,-0.250153778699603,-0.386156717147299,-0.608245121909256,0.40593946595195,0.331636772861277,0.268103794596794,0,0,0,15.3933333333333,30.81,61.3433333333333,1,1,1,0.00693420004708272,0.00710595155270561,0.00739908355262752,0.0138879986909824,0.0142680889688673,0.0148878114358008,0.0368076323562889,0.0371338612531857,0.0383795179886379,0.00735814104982031,0.0147123076518377,149344.250677083,0.934811740120252,90,97
83,24601,24900,Failed,1.4554116338935,0.0536224680413978,0.292368033577429,NaN,0,0.185920941699701,0.168299260503187,0.116551154528243,1.4229104426969,1.37431843172361,1.48636351560736,0.296020514078537,0.339493758225927,-0.00998497350421059,0.422888072146889,0.317054413082544,0.212829135887636,NaN,NaN,NaN,15.42,30.71,61.0933333333333,1,1,1,0.0058445231169507,0.00571583456666055,0.00556367503085726,0.0116002050326384,0.0114252519578879,0.0113135656192671,0.034275563186852,0.0341142663800565,0.0336727288292659,0.0067825395683758,0.0134634925611317,149172.696145833,0.931595948735873,93,99
