featureName,dataCount,avgSpO2Rmse,avgSpO2Corr,avgSpO2StdRatio,avgLowRecall,avgFeatureCorr,avgRSnr,avgRSnrDb,avgFeatureValidRatio,avgBeatCount,avgBeatValidRatio,avgRedPI,avgIRPI
current,22,2.20831735551684,0.471389638372569,1.01550767409476,0.798132653831679,-0.470905640451778,0.619658257062305,-6.07576272956677,1,NaN,NaN,0.00313657253206868,0.00567006168973828
beat30,22,2.54363081251108,0.291351730604828,1.05250783317421,0.612454358584944,-0.306354603674479,0.32994144650795,-10.8037608439327,0.988829197036332,31.0371774855828,0.999894475881327,0.0110555695499605,0.0200930653201323
