segmentIndex,startWindow,endWindow,centerMinutes,currentRmse,beat15Rmse,beat30Rmse,beat60Rmse,currentCorr,beat15Corr,beat30Corr,beat60Corr,currentRSnrDb,beat15RSnrDb,beat30RSnrDb,beat60RSnrDb,currentLowRecall,beat15LowRecall,beat30LowRecall,beat60LowRecall,meanBeat15Count,meanBeat30Count,meanBeat60Count,meanBeat15ValidRatio,meanBeat30ValidRatio,meanBeat60ValidRatio,beat30ClassValue,beat30Quality,spo2Min,spo2Max
22,6301,6600,107.491666666667,1.64706883561273,1.63233590816067,1.64212173394878,1.63458500246647,-0.371909157115496,-0.0715508120032886,-0.307848008614861,-0.266628322566257,-7.94487530017652,-22.8854177692816,-9.80086050977043,-11.1616076769623,0,0,0,0,15.4166666666667,30.8766666666667,61.9033333333333,1,1,1,1,Failed,92,97
23,6601,6900,112.491666666667,1.87288337226696,1.87824743855865,1.8418640778759,1.82624489826417,-0.419967830877933,-0.160884036478287,-0.26484080689405,-0.326136364171317,-6.69298538025914,-15.7558491466103,-11.2244745621994,-9.24361754347351,0,0,0,0,15.2066666666667,30.4066666666667,60.74,1,1,1,1,Failed,90,97
24,6901,7200,117.491666666667,1.95375703009175,1.95386264138137,2.00225466380109,1.94299986439978,0.0316195032390225,0.0602274364598172,-0.342333186799758,0.138153450104597,-29.9975777367223,-24.3883304417728,-8.76968248814406,-17.1090729659279,0,0,0,0,15.33,30.68,61.4466666666667,1,1,1,1,Failed,89,97
25,7201,7500,122.491666666667,2.93833776451594,2.90765389166704,2.95603015257521,2.8742347534194,-0.323810908503356,-0.0231567352622991,-0.334367144988923,-0.120381663573885,-9.31311166805489,-32.7041239262628,-9.0006289640501,-18.3253958524979,0,0,0,0,15.1333333333333,30.2333333333333,60.4333333333333,1,1,1,1,Failed,88,97
26,7501,7800,127.491666666667,2.13565029562284,2.05143504674712,2.14921465896984,2.11319666525807,-0.223059393226835,0.131069066612095,-0.3054431630372,-0.144034623085475,-12.8099908550099,-17.574739698589,-9.87604941894057,-16.7396156537291,0,0,0,0,15.1666666666667,30.33,60.63,1,1,1,1,Failed,89,97
27,7801,8100,132.491666666667,3.22477439103989,3.20620989527454,3.23333520754401,3.03258770033355,-0.411727051499908,-0.105815911148872,-0.332150744695607,-0.430449571074828,-6.90110874663478,-19.4600782054385,-9.06561356968007,-6.43160176302259,0,0,0,0,15.2533333333333,30.43,60.5666666666667,1,1,1,1,Failed,88,96
28,8101,8400,137.491666666667,2.79282593475813,2.71603327062995,2.7060910720205,2.5465046508546,-0.486311965283943,-0.385762231616785,-0.53936629307378,-0.303697982588634,-5.08978056409466,-7.57385826731574,-3.86930082382614,-9.93090832970341,0,0,0,0,17.5566666666667,35.3066666666667,70.4966666666667,1,1,1,1,Failed,88,97
29,8401,8700,142.491666666667,2.10818008361573,1.85301650291402,1.81032841855874,1.83255943715236,-0.04083493683725,0.303058806990319,0.377584450765449,0.318947424377119,-27.7722189665793,-9.9510633174337,-7.79170463024285,-9.45969925015904,0,0,0,0,15.9366666666667,31.7933333333333,63.95,1,1,1,1,Failed,90,97
30,8701,9000,147.491666666667,3.24863886466195,3.09038130437305,3.01766213374933,3.09107428271023,-0.249981375456813,0.200724823067166,0.243454635794874,-0.145539290664447,-11.7616131290631,-13.7693764683791,-12.0062882288167,-16.647415791146,0,0,0,0,15.33,30.74,61.5266666666667,1,1,1,1,Failed,87,95
31,9001,9300,152.491666666667,1.40250594237105,1.61140341736003,1.50763099815779,1.27505328966096,0.558526336063815,0.0360476528440279,0.215335839369866,0.467227478783528,-3.43532262160366,-28.8568131244492,-13.131474867951,-5.5398251564594,NaN,NaN,NaN,NaN,14.7233333333333,29.3866666666667,58.95,1,1,1,1,Failed,93,97
32,9301,9600,157.491666666667,0.807697920237761,1.0145096004529,0.839784711661484,0.832494975252501,0.661878265291917,-0.126977279545742,0.464811243476738,0.397788719919777,-1.08114378029733,-17.8548867052502,-5.59735396225866,-7.25885490104907,1,0.458333333333333,0.75,1,14.49,28.97,57.9166666666667,1,1,1,2,Borderline,92,95
33,9601,9900,162.491666666667,0.597677133235814,0.661877876084342,0.573595671773286,0.547946919730717,0.364275981004015,0.107092610011879,0.455532779055907,0.441377096755268,-8.15309610091474,-19.3547136290211,-5.81954462522049,-6.1627676711455,NaN,NaN,NaN,NaN,14.31,28.6533333333333,57.35,1,1,1,2,Borderline,93,95
34,9901,10200,167.491666666667,0.553171331055666,0.781659870944075,0.571184561627118,0.583125602161209,0.616609444556101,-0.119013009836795,0.405631629083539,0.238535064299673,-2.12226928005538,-18.4261575355953,-7.05663588085808,-12.1945375856383,NaN,NaN,NaN,NaN,14.2233333333333,28.4633333333333,57.0466666666667,1,1,1,2,Borderline,93,96
35,10201,10500,172.491666666667,0.518270914331764,0.497440981888194,0.418909820714126,0.414182922893841,0.0833167915793284,-0.00551323629926731,0.228896043029409,0.239217379608242,-21.5551311143645,-45.1717358530323,-12.5735150755428,-12.1682262087782,NaN,NaN,NaN,NaN,14.15,28.2666666666667,56.4233333333333,1,1,1,1,Failed,94,95
36,10501,10800,177.491666666667,0.62731377226087,0.6917940044079,0.590677480735368,0.575090065331563,0.214292810884608,-0.0246431964389044,0.219195023979662,0.0605575757651024,-13.175695781049,-32.1634210053095,-12.9695437215202,-24.3406745672063,NaN,NaN,NaN,NaN,14.2033333333333,28.4333333333333,56.9,1,1,1,1,Failed,94,95
37,10801,11100,182.491666666667,1.59863611857671,1.64978771234934,1.64782923256495,1.66853081289385,0.168060046428245,0.273317888590343,0.257741629557576,0.170340692599691,-15.3663593066188,-10.9294519563535,-11.4777739956098,-15.2457527779372,NaN,NaN,NaN,NaN,14.2066666666667,28.41,56.8666666666667,1,1,1,1,Failed,94,98
38,11101,11400,187.491666666667,2.44265921451483,2.49213975143352,2.49794548309423,2.50312054087972,-0.250047520266707,0.254394678847336,0.0355540436453636,0.0449297960507055,-11.7591708227167,-11.5992715590621,-28.9767266297856,-26.9405351505284,NaN,NaN,NaN,NaN,14.0733333333333,28.1433333333333,56.2533333333333,1,1,1,1,Failed,96,98
39,11401,11700,192.491666666667,2.32016987390582,2.447880813704,2.43833519200285,2.39757028253402,-0.0343209792549848,0.0690384645982864,-0.0721405519988985,0.055366998529848,-29.2834775424593,-23.1974282084211,-22.8137499497451,-25.1216466182075,NaN,NaN,NaN,NaN,14.2433333333333,28.49,56.9666666666667,1,1,1,1,Failed,96,98
40,11701,12000,197.491666666667,2.58273162767563,2.64833619618667,2.65187603691988,2.656177693847,0.0105499635957272,0.359390105023881,0.245141555786944,0.260073943285577,-39.5330607435835,-8.28805515661634,-11.9425036927291,-11.393906672683,NaN,NaN,NaN,NaN,14.43,28.83,57.56,1,1,1,1,Failed,96,98
41,12001,12300,202.491666666667,2.43677512616381,2.44187262670332,2.4533408311993,2.46464758328967,-0.437973502075468,0.112688918983544,-0.251230816410254,-0.32054135212956,-6.24611354057705,-18.9068724267672,-11.7153957496614,-9.41146906883005,NaN,NaN,NaN,NaN,14.42,28.8466666666667,57.7266666666667,1,1,1,1,Failed,96,98
42,12301,12600,207.491666666667,2.27034569755859,2.37411000670607,2.37947131104521,2.34438323843511,-0.417689999824629,-0.352770460337933,-0.54026780390567,-0.322905968265771,-6.7502891311073,-8.47298017969937,-3.84882982003821,-9.34025817185363,NaN,NaN,NaN,NaN,14.45,28.8933333333333,57.7966666666667,1,1,1,1,Failed,95,98
43,12601,12900,212.491666666667,1.70240033137599,1.78586887853753,1.74132481177463,1.71528053859104,0.405012985188781,0.31756042714772,0.406911126972621,0.456305136236415,-7.07249381123845,-9.50181989940172,-7.02387309113565,-5.8009689694402,NaN,NaN,NaN,NaN,14.22,28.4766666666667,56.9733333333333,1,1,1,2,Borderline,94,98
44,12901,13200,217.491666666667,0.833091263520368,1.39660708276346,1.14515517902141,0.991809457004361,0.513915216877751,-0.296726400684089,-0.183473820911545,-0.111830082659712,-4.45030246273224,-10.1526029020767,-14.5798055818356,-18.9741718806331,1,0.1,0.1,0,14.2033333333333,28.4033333333333,56.8433333333333,1,1,1,1,Failed,92,96
45,13201,13500,222.491666666667,0.673169295783454,0.871838550001489,0.767983548162776,0.726398891951593,0.614904540720307,0.228990464857514,0.428682568407547,0.507100723173556,-2.16099124386814,-12.5697346499482,-6.47541572823401,-4.60711999410498,NaN,NaN,NaN,NaN,14.8866666666667,29.5933333333333,58.7033333333333,1,1,1,2,Borderline,94,96
46,13501,13800,227.491666666667,0.617687634835103,0.952737475613849,0.784923667850808,0.752519350253376,0.29904833878258,-0.24863433853986,0.0107257368220734,0.0224878422547007,-10.0782937835318,-11.8116440100967,-39.3909576236108,-32.9588474806898,NaN,NaN,NaN,NaN,17.4866666666667,34.8733333333333,69.2433333333333,1,1,1,1,Failed,94,97
47,13801,14100,232.491666666667,3.41003692912671,3.17624687227956,3.12652519899464,3.2171030493304,0.484443225641115,0.567991118484162,0.698740053773841,0.642239530657761,-5.13354759594097,-3.22153184158865,-0.204370432315401,-1.53634786662271,0,0.09375,0,0,16.93,34.06,68.83,1,1,1,1,Failed,86,98
48,14101,14400,237.491666666667,3.67280603583321,3.9513950020527,3.93093975073395,3.72094372407647,0.240144569964409,0.330027098289298,0.289379246897343,0.236046415718999,-12.9835077059747,-12.1993313753796,-12.5995914970952,-13.475666708162,0,0.0563380281690141,0,0,14.0133333333333,28.05,56.2266666666667,0.994112030773105,0.99436356154091,0.995638835287464,1,Failed,89,98
49,14401,14700,242.491666666667,2.51665357395795,2.18459044288633,2.14124622530035,2.30405991036045,0.590734705992852,0.486173101157731,0.568536422421753,0.558669059410234,-2.72495996641403,-5.09304379106428,-3.20922163288757,-3.43209050993046,0.909090909090909,0.659090909090909,0.761363636363636,0.875,15.0866666666667,30.15,60.18,1,1,1,2,Borderline,90,97
50,14701,15000,247.491666666667,1.58059426458928,1.72202793584462,1.48671749449945,1.0810420315496,0.239162881101134,-0.00362195708144913,-0.130780764661069,0.147779454583198,-12.1703163631073,-16.8464974930404,-17.5941999607596,-16.5118232784378,NaN,NaN,NaN,NaN,15.8233333333333,31.6233333333333,63.1966666666667,1,1,1,1,Failed,93,96
51,15001,15300,252.491666666667,1.29467268105833,1.33244131988807,1.18910747016802,1.00753963334838,0.281049765709255,0.313258565166599,0.233450114629621,0.387060763651604,-10.6669957920484,-5.77823412963748,-2.86399147656256,-7.53954611527004,0,1,0.75,0,15.1,30.21,60.47,1,1,1,1,Failed,92,97
52,15301,15600,257.491666666667,1.63253264537672,1.56873351047993,1.38879766769914,1.30885835817727,0.507983318925301,0.345959371243171,0.556372219653424,0.653717849319443,-4.58676549960373,-8.66586479690554,-3.4840133049944,-1.27110833636017,0.677966101694915,0.796610169491525,0.932203389830508,0.813559322033898,15.2333333333333,30.52,61.1533333333333,1,1,1,2,Borderline,91,96
53,15601,15900,262.491666666667,1.13055088290468,1.11579987298691,0.983455373217045,0.920030446402735,0.145953332769051,0.124074569104673,0.205385883748062,0.132107070451726,-16.6221960490326,-18.0589670674,-13.5614119502369,-17.5050152917414,0,0,0,0,15.0266666666667,30.0766666666667,59.9533333333333,1,1,1,1,Failed,92,95
54,15901,16200,267.491666666667,1.16480823838902,1.35134240590303,1.21926350383322,1.34813863921375,0.392131896348253,0.0425489353567636,0.265260949020137,0.146387681069689,-7.40624749120736,-27.4143563991046,-11.2096658904372,-16.5958312219378,NaN,NaN,NaN,NaN,14.6233333333333,29.2633333333333,58.79,1,1,1,1,Failed,94,97
55,16201,16500,272.491666666667,1.2561319266544,1.52214826694909,1.33890858456463,1.35879398126185,0.267386300909424,-0.0758874090170374,0.276881382062593,0.21396497382426,-11.1350566115347,-22.3715226217608,-10.8077258982259,-13.1896268535537,NaN,NaN,NaN,NaN,14.1166666666667,28.2366666666667,56.6133333333333,1,1,1,1,Failed,94,97
56,16501,16800,277.491666666667,0.761145465752369,1.00180459954779,0.757327912886986,0.857260192815916,0.478691266958407,0.0312901863049431,0.442728901774068,0.218809545232209,-5.26861871470816,-30.0875828653566,-6.12975503642503,-12.985602478482,NaN,NaN,NaN,NaN,14.27,28.55,57.07,1,1,1,2,Borderline,93,97
57,16801,17100,282.491666666667,0.42157327359024,0.781323832905441,0.561827285229395,0.533235020404783,0.829563922578755,0.253623157106849,0.619281474747205,0.749537980538721,3.43792475195722,-11.6274735369261,-2.06150179568813,1.0792203563894,NaN,NaN,NaN,NaN,14.03,28.02,56.0366666666667,1,1,1,2,Borderline,94,96
58,17101,17400,287.491666666667,0.390980179744013,0.614232991335093,0.462932305286104,0.455774965633804,0.458990072370463,-0.128067811869774,0.22356747924811,0.273826561661181,-5.7365219798194,-17.7793793890876,-12.7891438273108,-10.9119951357466,NaN,NaN,NaN,NaN,14.1766666666667,28.3933333333333,56.7766666666667,1,1,1,1,Failed,94,96
59,17401,17700,292.491666666667,0.438573184404689,0.737738396215663,0.598556566629006,0.589216240903751,0.630877057692655,0.153879452393286,0.427061702594107,0.428456213323127,-1.79703325637267,-16.1523141730812,-6.51569350157493,-6.48103549873942,NaN,NaN,NaN,NaN,14.1866666666667,28.3733333333333,56.7266666666667,1,1,1,2,Borderline,95,97
60,17701,18000,297.491666666667,0.545663450540873,0.7383458825128,0.604769920200611,0.673465753426862,0.392503500257988,-0.00493089653205848,0.472518809228636,0.239002291152827,-7.39653576934871,-46.1413766141161,-5.4142962718322,-12.1765133019373,NaN,NaN,NaN,NaN,14.22,28.44,56.8766666666667,1,1,1,2,Borderline,95,97
61,18001,18300,302.491666666667,0.951929185828126,1.1339293117452,1.04570184423769,0.855119709615487,-0.468633282692387,0.173483129243328,0.00953788802449845,0.0171918695640024,-5.50641425680633,-15.0821407856566,-40.4105605090911,-35.2922540584374,NaN,NaN,NaN,NaN,14.1333333333333,28.2533333333333,56.6766666666667,1,1,1,1,Failed,95,97
62,18301,18600,307.491666666667,3.16716341291448,3.1417980196209,3.05823539248091,3.05574838061092,0.487406792604859,0.332609287448234,0.390283675345869,0.455424928840145,-5.06419539175582,-9.05214250682422,-7.45470474104602,-5.82213967956981,0,0,0,0,13.8466666666667,27.69,55.2733333333333,1,1,1,1,Failed,90,97
63,18601,18900,312.491666666667,2.01263497852827,2.03563917506926,1.9456058784017,1.78551022857223,-0.761759788053428,-0.480110569806351,-0.593062063800964,-0.676139986902126,1.40674938942041,-5.23522613522927,-2.65560584831255,-0.745943743525871,NaN,NaN,NaN,NaN,13.6566666666667,27.3266666666667,54.68,1,1,1,1,Failed,94,98
64,18901,19200,317.491666666667,1.19569402361139,1.67946133700665,1.54157888426667,1.42332471724579,-0.00278449612542085,-0.360718195372474,-0.527362806003325,-0.0689352921501264,-51.1062732921211,-8.25124436625955,-4.14251112845705,-23.2104804004102,NaN,NaN,NaN,NaN,13.81,27.6166666666667,55.2,1,1,1,1,Failed,95,98
65,19201,19500,322.491666666667,1.57509312428894,1.79726259677393,1.77507655438194,1.79553813733885,0.228634887259263,0.244201036486535,0.238084381991108,0.271471323494269,-12.5839546289465,-11.9780184493345,-12.2119530670435,-10.9930530039377,NaN,NaN,NaN,NaN,13.9533333333333,27.91,55.8233333333333,1,1,1,1,Failed,96,98
66,19501,19800,327.491666666667,2.09041940031046,2.38806118508379,2.35113198671593,2.19679023609111,-0.153022879700217,-0.387636156498111,-0.516078174575702,-0.196932559956642,-16.2020279395629,-7.52436590031452,-4.40065819937471,-13.9418664639817,NaN,NaN,NaN,NaN,13.9833333333333,27.9633333333333,55.9033333333333,1,1,1,1,Failed,96,99
67,19801,20100,332.491666666667,2.2180346859666,2.70363890155463,2.5082719185817,2.43792322340265,0.593261555721478,0.225203325954809,0.419003731663267,0.650970708723764,-2.65109422152218,-12.7224631447999,-6.71721098885457,-1.33478348820988,NaN,NaN,NaN,NaN,14.1266666666667,28.2233333333333,56.4666666666667,1,1,1,1,Failed,94,99
68,20101,20400,337.491666666667,0.6899652015399,2.03821228459094,1.57424464141208,0.881169664111428,0.652634981659304,-0.321148124782567,-0.179868900402518,0.0305446576581289,-1.29622339453906,-9.39315753744624,-14.758048753325,-30.2972410056996,NaN,NaN,NaN,NaN,14.5333333333333,28.9366666666667,57.5533333333333,1,1,1,1,Failed,93,96
69,20401,20700,342.491666666667,3.34793933704859,3.95000602332399,4.02558911080177,3.68363109685307,0.560246506149976,-0.252358218901686,-0.219937571957562,0.139078895755356,-3.3964427514869,-18.8986049960752,-14.0495221183941,-2.6379571774136,1,1,1,0.75,13.1,26.32,52.6166666666667,1,1,1,1,Failed,92,98
70,20701,21000,347.491666666667,1.49304819700159,1.48372750403363,1.49296630238776,1.53881870555192,-0.224398084233124,-0.127002377948555,-0.203558992428495,-0.252920993648903,-12.7552135337357,-17.8531418791226,-13.6424041009191,-11.6532046000793,0,0,0,0,15.1633333333333,30.2666666666667,60.5666666666667,1,1,1,1,Failed,92,96
71,21001,21300,352.491666666667,0.800381737775584,0.995890666997056,0.976854465255508,0.962922140076016,-0.333494069494468,-0.291014441771787,-0.466455351320536,-0.551547389259536,-9.02620194744019,-10.3373940602462,-5.55819453492277,-3.5931593514398,NaN,NaN,NaN,NaN,14.96,30,60.27,1,1,1,1,Failed,95,97
72,21301,21600,357.491666666667,1.12457954270493,1.53465260723956,1.34494643607651,1.28583404637272,0.322612997815797,-0.0817258574077226,0.164566862022979,0.230254673049703,-9.34906972475395,-21.7237059530945,-15.5539134974932,-12.5192517832748,NaN,NaN,NaN,NaN,14.5066666666667,29.0366666666667,58.04,1,1,1,1,Failed,94,96
73,21601,21900,362.491666666667,0.784436617437912,0.761137642166326,0.747604051331823,0.715191270884634,-0.0932445174278489,0.11803262532889,0.110965952963784,0.163858748973186,-20.5697628129708,-18.4990286313183,-19.04239648564,-15.5924065591912,NaN,NaN,NaN,NaN,13.8433333333333,27.6866666666667,55.4933333333333,1,1,1,1,Failed,93,96
74,21901,22200,367.491666666667,0.666326790958701,0.770292364328336,0.702323778128956,0.716780871310981,0.462925925157278,0.112746929928561,0.304207902108069,0.256514333708177,-5.64232741376605,-18.9023446554777,-9.91485337195165,-11.522167713818,NaN,NaN,NaN,NaN,13.73,27.4566666666667,54.9366666666667,1,1,1,1,Failed,94,96
75,22201,22500,372.491666666667,2.02594878695891,2.11514099389763,2.05299995829517,2.05850050374849,-0.0350872818484946,-0.164486710016151,-0.136820297233003,-0.38077516803026,-29.0918077849721,-15.5582627045983,-17.194919795012,-7.70634095139324,0,0,0,0,14.08,27.9933333333333,55.6566666666667,1,1,1,1,Failed,90,96
76,22501,22800,377.491666666667,0.675281549493749,0.726360179455903,0.649308818556428,0.649771943449367,0.163818959197845,0.0886746187238169,0.265202264729412,0.25340862565421,-15.5945794778464,-21.0097290428029,-11.2117331280249,-11.6353286005369,NaN,NaN,NaN,NaN,13.6766666666667,27.5366666666667,55.38,1,1,1,1,Failed,94,96
77,22801,23100,382.491666666667,0.510017638083331,0.784987590590156,0.417253949063331,0.42856945248306,-0.0439565874782636,-0.189777864904575,0.350486579344365,0.0651293302039872,-27.1311110254954,-14.2757887612506,-8.53735616177893,-23.7060065480267,NaN,NaN,NaN,NaN,13.5666666666667,27.1366666666667,54.35,1,1,1,2,Borderline,94,96
78,23101,23400,387.491666666667,0.634681062242885,0.78156845832127,0.723175115189286,0.704504908016941,-0.14357469365992,-0.102562731507811,-0.100309973290067,-0.182248771945768,-16.7679680285445,-19.7342825191391,-19.92919726156,-14.6400085541231,NaN,NaN,NaN,NaN,13.4966666666667,26.9733333333333,53.9066666666667,1,1,1,1,Failed,94,96
79,23401,23700,392.491666666667,0.765851610578772,0.571537822090424,0.44005591093967,0.354178108599748,0.162657353106708,0.021616231605504,0.102451779126358,0.250373372469848,-15.6580037458193,-33.3023705365952,-19.7437838396663,-11.7470844283813,NaN,NaN,NaN,NaN,13.52,27.0366666666667,54.03,1,1,1,1,Failed,94,96
80,23701,24000,397.491666666667,0.845302283469058,0.69847081483188,0.611016087834318,0.587960694124335,-0.24443402065255,-0.062225861585282,-0.0242635347076104,-0.019404893736806,-11.9691836712244,-24.1037328535057,-32.2983610907524,-34.2401389797723,NaN,NaN,NaN,NaN,13.5166666666667,27.05,54.13,1,1,1,1,Failed,93,96
